Date;Symbol;Open;High;Low;Close;Volume
04.09.2016 17:00;BTCUSD;608.99;611.84;608.81;608.81;62.81509198
04.09.2016 18:00;ETHUSD;12.07;12.07;12.04;12.04;7.36
04.09.2016 18:00;BTCUSD;608.81;610.56;608.8;610.56;20.18020575
04.09.2016 19:00;ETHUSD;12.04;12.04;12.04;12.04;0
04.09.2016 19:00;BTCUSD;610.56;610.56;603.68;607.85;3.379828299
04.09.2016 20:00;ETHUSD;12.04;12.04;12.04;12.04;0
04.09.2016 20:00;BTCUSD;607.85;607.85;606.24;607.4;2.4003
04.09.2016 21:00;ETHUSD;12.04;12.04;11.88;11.88;4.205
04.09.2016 21:00;BTCUSD;607.4;607.94;607.4;607.94;12.81916385
04.09.2016 22:00;ETHUSD;11.88;11.88;11.88;11.88;0
04.09.2016 22:00;BTCUSD;607.94;607.94;607.94;607.94;3.087860923
04.09.2016 23:00;ETHUSD;11.88;11.88;11.8;11.8;4.095
04.09.2016 23:00;BTCUSD;607.94;608.04;607.67;607.67;28.73387963
05.09.2016 00:00;ETHUSD;11.8;11.8;11.75;11.75;25
05.09.2016 00:00;BTCUSD;607.67;608.57;607.19;607.2;4.092001769
05.09.2016 01:00;ETHUSD;11.75;11.88;11.75;11.88;2.09912928
05.09.2016 01:00;BTCUSD;607.2;607.2;605.05;605.54;2.077270811
05.09.2016 02:00;ETHUSD;11.88;11.88;11.84;11.84;28.4
05.09.2016 02:00;BTCUSD;605.54;606.02;605.54;605.81;58.42024065
05.09.2016 03:00;ETHUSD;11.84;11.84;11.84;11.84;0
05.09.2016 03:00;BTCUSD;605.81;606.09;605.81;606.09;7.014427471
05.09.2016 04:00;ETHUSD;11.84;11.84;11.84;11.84;0
05.09.2016 04:00;BTCUSD;606.09;606.73;606.09;606.73;5.573395307
05.09.2016 05:00;ETHUSD;11.84;11.84;11.84;11.84;0
05.09.2016 05:00;BTCUSD;606.73;606.73;606.13;606.13;1.35645594
05.09.2016 06:00;ETHUSD;11.84;11.84;11.84;11.84;0
05.09.2016 06:00;BTCUSD;606.13;606.55;606.13;606.55;0.05876829
05.09.2016 07:00;ETHUSD;11.84;11.84;11.84;11.84;0
05.09.2016 07:00;BTCUSD;606.55;606.6;605.99;606.6;2.21454506
05.09.2016 08:00;ETHUSD;11.84;11.84;11.75;11.75;9.995
05.09.2016 08:00;BTCUSD;606.6;607.11;606.51;607.11;6.5
05.09.2016 09:00;ETHUSD;11.75;11.75;11.75;11.75;0
05.09.2016 09:00;BTCUSD;607.11;607.11;604.44;604.44;1.3807513
05.09.2016 10:00;ETHUSD;11.75;11.75;11.75;11.75;0
05.09.2016 10:00;BTCUSD;604.44;604.44;604.44;604.44;0
05.09.2016 11:00;ETHUSD;11.75;11.88;11.75;11.88;12.60606
05.09.2016 11:00;BTCUSD;604.44;604.44;601.7;601.7;27.3566
05.09.2016 12:00;ETHUSD;11.88;11.88;11.88;11.88;0
05.09.2016 12:00;BTCUSD;601.7;602.04;601.1;602.04;1.744803474
05.09.2016 13:00;ETHUSD;11.88;12;11.88;12;8.31255195
05.09.2016 13:00;BTCUSD;602.04;604.85;602.04;604.46;43.98387369
05.09.2016 14:00;ETHUSD;12;12;12;12;0
05.09.2016 14:00;BTCUSD;604.46;604.86;603.67;604.39;33.20368586
05.09.2016 15:00;ETHUSD;12;12;11.7;11.7;183.387194
05.09.2016 15:00;BTCUSD;604.39;605.08;604.39;604.79;5.901985611
05.09.2016 16:00;ETHUSD;11.7;11.76;11.7;11.76;0.127244
05.09.2016 16:00;BTCUSD;604.79;604.8;603.5;603.66;4.194963482
05.09.2016 17:00;ETHUSD;11.76;11.76;11.76;11.76;0
05.09.2016 17:00;BTCUSD;603.66;604.83;603.58;604.37;29.54593611
05.09.2016 18:00;ETHUSD;11.76;11.87;11.75;11.75;150.813871
05.09.2016 18:00;BTCUSD;604.37;605;603.17;603.59;16.49259954
05.09.2016 19:00;ETHUSD;11.75;11.88;11.7;11.7;183.649906
05.09.2016 19:00;BTCUSD;603.59;604.13;603.16;604.13;9.972959263
05.09.2016 20:00;ETHUSD;11.7;11.79;11.7;11.79;0.13198555
05.09.2016 20:00;BTCUSD;604.13;605.45;603.98;605.24;4.391551975
05.09.2016 21:00;ETHUSD;11.79;11.79;11.79;11.79;0
05.09.2016 21:00;BTCUSD;605.24;605.99;605.24;605.99;25.64978719
05.09.2016 22:00;ETHUSD;11.79;11.98;11.79;11.98;45.93692297
05.09.2016 22:00;BTCUSD;605.99;605.99;605.98;605.99;7.779456347
05.09.2016 23:00;ETHUSD;11.98;11.98;11.98;11.98;0
05.09.2016 23:00;BTCUSD;605.99;606.35;605.98;606.3;2.86105055
06.09.2016 00:00;ETHUSD;11.98;11.98;11.88;11.88;41.919191
06.09.2016 00:00;BTCUSD;606.3;606.51;606.29;606.3;3.104457142
06.09.2016 01:00;ETHUSD;11.88;12;11.88;12;0.08
06.09.2016 01:00;BTCUSD;606.3;606.52;606.3;606.52;28.59793461
06.09.2016 02:00;ETHUSD;12;12;11.61;11.61;44
06.09.2016 02:00;BTCUSD;606.52;606.8;606.51;606.51;3.39095017
06.09.2016 03:00;ETHUSD;11.61;11.61;11.61;11.61;41.919191
06.09.2016 03:00;BTCUSD;606.51;606.51;606.3;606.31;28.41250623
06.09.2016 04:00;ETHUSD;11.61;11.8;11.61;11.8;12
06.09.2016 04:00;BTCUSD;606.31;606.31;606.31;606.31;8.91218644
06.09.2016 05:00;ETHUSD;11.8;11.8;11.8;11.8;0
06.09.2016 05:00;BTCUSD;606.31;606.42;605.52;605.67;51.48286204
06.09.2016 06:00;ETHUSD;11.8;11.8;11.8;11.8;0
06.09.2016 06:00;BTCUSD;605.67;605.67;605.43;605.43;16.5
06.09.2016 07:00;ETHUSD;11.8;11.8;11.8;11.8;0
06.09.2016 07:00;BTCUSD;605.43;606.96;605.43;606.96;0.81126646
06.09.2016 08:00;ETHUSD;11.8;11.8;11.8;11.8;0
06.09.2016 08:00;BTCUSD;606.96;606.96;606.96;606.96;0
06.09.2016 09:00;ETHUSD;11.8;11.8;11.57;11.57;31.482281
06.09.2016 09:00;BTCUSD;606.96;606.96;606.96;606.96;0
06.09.2016 10:00;ETHUSD;11.57;11.57;11.57;11.57;0
06.09.2016 10:00;BTCUSD;606.96;606.96;606.96;606.96;0
06.09.2016 11:00;ETHUSD;11.57;11.57;11.57;11.57;0
06.09.2016 11:00;BTCUSD;606.96;606.96;606.43;606.43;1.36916236
06.09.2016 12:00;ETHUSD;11.57;11.57;11.57;11.57;0
06.09.2016 12:00;BTCUSD;606.43;608.5;606.43;608.5;53.67990164
06.09.2016 13:00;ETHUSD;11.57;11.57;11.5;11.5;2
06.09.2016 13:00;BTCUSD;608.5;609.73;608.5;609.62;16.8301517
06.09.2016 14:00;ETHUSD;11.5;11.5;11.5;11.5;0
06.09.2016 14:00;BTCUSD;609.62;609.73;608.77;609.53;9.860316094
06.09.2016 15:00;ETHUSD;11.5;11.71;11.5;11.71;0.513236
06.09.2016 15:00;BTCUSD;609.53;609.98;609.41;609.89;46.20443197
06.09.2016 16:00;ETHUSD;11.71;11.8;11.71;11.8;4.98753117
06.09.2016 16:00;BTCUSD;609.89;609.89;607.72;607.74;14.82039513
06.09.2016 17:00;ETHUSD;11.8;11.8;11.8;11.8;0
06.09.2016 17:00;BTCUSD;607.74;609.99;607.74;609.99;33.02448635
06.09.2016 18:00;ETHUSD;11.8;11.8;11.8;11.8;0
06.09.2016 18:00;BTCUSD;609.99;609.99;609.68;609.84;58.2657308
06.09.2016 19:00;ETHUSD;11.8;11.8;11.58;11.58;137.8725
06.09.2016 19:00;BTCUSD;609.84;609.99;609.72;609.99;67.26138407
06.09.2016 20:00;ETHUSD;11.58;11.58;11.58;11.58;0
06.09.2016 20:00;BTCUSD;609.99;611;609.87;610.79;71.47482988
06.09.2016 21:00;ETHUSD;11.58;11.74;11.58;11.6;129.656897
06.09.2016 21:00;BTCUSD;610.79;610.79;610.79;610.79;3.326298835
06.09.2016 22:00;ETHUSD;11.6;11.74;11.6;11.74;16.470187
06.09.2016 22:00;BTCUSD;610.79;611;610.78;610.98;24.45757169
06.09.2016 23:00;ETHUSD;11.74;11.99;11.74;11.99;271.148355
06.09.2016 23:00;BTCUSD;610.98;613.48;610.98;613.48;47.96389842
07.09.2016 00:00;ETHUSD;11.99;11.99;11.99;11.99;0
07.09.2016 00:00;BTCUSD;613.48;613.53;613.48;613.51;13.70730459
07.09.2016 01:00;ETHUSD;11.99;11.99;11.99;11.99;0
07.09.2016 01:00;BTCUSD;613.51;613.52;613.47;613.52;28.91157316
07.09.2016 02:00;ETHUSD;11.99;11.99;11.99;11.99;4.15974242
07.09.2016 02:00;BTCUSD;613.52;613.52;613.48;613.48;1.138186027
07.09.2016 03:00;ETHUSD;11.99;11.99;11.99;11.99;0
07.09.2016 03:00;BTCUSD;613.48;613.48;613.45;613.45;11.48067209
07.09.2016 04:00;ETHUSD;11.99;11.99;11.99;11.99;0
07.09.2016 04:00;BTCUSD;613.45;613.46;613.45;613.46;11.99200097
07.09.2016 05:00;ETHUSD;11.99;11.99;11.99;11.99;0
07.09.2016 05:00;BTCUSD;613.46;613.46;613.45;613.46;33.33325865
07.09.2016 06:00;ETHUSD;11.99;11.99;11.99;11.99;0
07.09.2016 06:00;BTCUSD;613.46;613.46;610.59;610.59;105.6986887
07.09.2016 07:00;ETHUSD;11.99;11.99;11.99;11.99;0
07.09.2016 07:00;BTCUSD;610.59;610.59;610.59;610.59;0
07.09.2016 08:00;ETHUSD;11.99;11.99;11.99;11.99;0
07.09.2016 08:00;BTCUSD;610.59;610.8;610.59;610.8;0.522596586
07.09.2016 09:00;ETHUSD;11.99;11.99;11.99;11.99;0
07.09.2016 09:00;BTCUSD;610.8;610.8;610.51;610.51;15.999
07.09.2016 10:00;ETHUSD;11.99;11.99;11.99;11.99;0
07.09.2016 10:00;BTCUSD;610.51;610.52;609.9;610.51;1.05109132
07.09.2016 11:00;ETHUSD;11.99;11.99;11.99;11.99;0
07.09.2016 11:00;BTCUSD;610.51;612.58;610.48;612.58;6.71707126
07.09.2016 12:00;ETHUSD;11.99;11.99;11.99;11.99;0
07.09.2016 12:00;BTCUSD;612.58;613.99;612.58;613.98;68.78765741
07.09.2016 13:00;ETHUSD;11.99;11.99;11.7;11.7;4.81546
07.09.2016 13:00;BTCUSD;613.98;614.99;613.98;614.99;24.78833395
07.09.2016 14:00;ETHUSD;11.7;11.79;11.67;11.79;70.789575
07.09.2016 14:00;BTCUSD;614.99;614.99;614.13;614.63;9.114756679
07.09.2016 15:00;ETHUSD;11.79;11.79;11.79;11.79;3.4
07.09.2016 15:00;BTCUSD;614.63;614.99;614.21;614.99;140.6460361
07.09.2016 16:00;ETHUSD;11.79;11.83;11.75;11.83;41.2
07.09.2016 16:00;BTCUSD;614.99;615.53;614.59;615.38;184.1969895
07.09.2016 17:00;ETHUSD;11.83;11.83;11.63;11.63;214.7
07.09.2016 17:00;BTCUSD;615.38;617.1;615.38;616.99;39.97221037
07.09.2016 18:00;ETHUSD;11.63;11.66;11.63;11.65;172.16
07.09.2016 18:00;BTCUSD;616.99;616.99;616.53;616.53;126.0026881
07.09.2016 19:00;ETHUSD;11.65;11.65;11.57;11.57;48.540959
07.09.2016 19:00;BTCUSD;616.53;616.79;615.88;616.46;219.2397342
07.09.2016 20:00;ETHUSD;11.57;11.57;11.57;11.57;0
07.09.2016 20:00;BTCUSD;616.46;616.5;616.45;616.45;80.61057794
07.09.2016 21:00;ETHUSD;11.57;11.57;11.57;11.57;0
07.09.2016 21:00;BTCUSD;616.45;616.81;615.92;616.45;123.7521824
07.09.2016 22:00;ETHUSD;11.57;11.69;11.57;11.69;42.66493731
07.09.2016 22:00;BTCUSD;616.45;616.89;615.28;615.6;160.0142764
07.09.2016 23:00;ETHUSD;11.69;11.69;11.69;11.69;0
07.09.2016 23:00;BTCUSD;615.6;616.06;614.48;616.06;73.08724399
08.09.2016 00:00;ETHUSD;11.69;11.71;11.65;11.65;4.712493
08.09.2016 00:00;BTCUSD;616.06;616.06;615.86;615.86;12.22449034
08.09.2016 01:00;ETHUSD;11.65;11.78;11.6;11.78;58.01694871
08.09.2016 01:00;BTCUSD;615.86;615.96;615.85;615.85;1.55026281
08.09.2016 02:00;ETHUSD;11.78;11.78;11.78;11.78;0
08.09.2016 02:00;BTCUSD;615.85;615.99;615.85;615.99;2.142270727
08.09.2016 03:00;ETHUSD;11.78;11.78;11.78;11.78;0
08.09.2016 03:00;BTCUSD;615.99;616.34;614.65;614.65;12.35662001
08.09.2016 04:00;ETHUSD;11.78;11.78;11.74;11.74;7.98004987
08.09.2016 04:00;BTCUSD;614.65;615.28;614.65;615.19;20.54440482
08.09.2016 05:00;ETHUSD;11.74;11.74;11.74;11.74;0
08.09.2016 05:00;BTCUSD;615.19;615.19;615.16;615.19;14.80965267
08.09.2016 06:00;ETHUSD;11.74;11.74;11.74;11.74;0
08.09.2016 06:00;BTCUSD;615.19;615.19;615.03;615.15;8.75334807
08.09.2016 07:00;ETHUSD;11.74;11.74;11.74;11.74;0
08.09.2016 07:00;BTCUSD;615.15;615.28;615.15;615.28;0.14503235
08.09.2016 08:00;ETHUSD;11.74;11.74;11.74;11.74;0
08.09.2016 08:00;BTCUSD;615.28;625;615.28;625;142.8391424
08.09.2016 09:00;ETHUSD;11.74;11.74;11.57;11.57;134.632731
08.09.2016 09:00;BTCUSD;625;627.13;625;627.13;15.24992688
08.09.2016 10:00;ETHUSD;11.57;11.57;11.55;11.55;9.8985
08.09.2016 10:00;BTCUSD;627.13;627.13;625.55;625.56;205.4441392
08.09.2016 11:00;ETHUSD;11.55;11.59;11.49;11.49;388.3140813
08.09.2016 11:00;BTCUSD;625.56;627.02;625.52;626.87;139.1240575
08.09.2016 12:00;ETHUSD;11.49;11.49;11.3;11.3;131.944012
08.09.2016 12:00;BTCUSD;626.87;628.23;626.82;627.46;41.18001684
08.09.2016 13:00;ETHUSD;11.3;11.49;11.3;11.49;567.18959
08.09.2016 13:00;BTCUSD;627.46;627.46;627.2;627.2;7.044739444
08.09.2016 14:00;ETHUSD;11.49;11.5;11.49;11.49;36.57001516
08.09.2016 14:00;BTCUSD;627.2;627.2;627.19;627.2;7.999785322
08.09.2016 15:00;ETHUSD;11.49;11.49;11.44;11.45;111.2315786
08.09.2016 15:00;BTCUSD;627.2;627.47;627.19;627.2;42.03054741
08.09.2016 16:00;ETHUSD;11.45;11.45;11.45;11.45;0
08.09.2016 16:00;BTCUSD;627.2;627.26;627.19;627.19;25.93119285
08.09.2016 17:00;ETHUSD;11.45;11.53;11.45;11.53;43.52
08.09.2016 17:00;BTCUSD;627.19;627.19;623.01;623.01;70.1125051
08.09.2016 18:00;ETHUSD;11.53;11.53;11.53;11.53;0
08.09.2016 18:00;BTCUSD;623.01;624.75;623;624.22;76.57587345
08.09.2016 19:00;ETHUSD;11.53;11.53;11.53;11.53;0
08.09.2016 19:00;BTCUSD;624.22;624.22;620.05;621.78;445.2668394
08.09.2016 20:00;ETHUSD;11.53;11.53;11.53;11.53;0
08.09.2016 20:00;BTCUSD;621.78;622.87;621.56;622.87;21.26197776
08.09.2016 21:00;ETHUSD;11.53;11.53;11.45;11.45;47.35592242
08.09.2016 21:00;BTCUSD;622.87;623.28;622.86;623.12;37.77850509
08.09.2016 22:00;ETHUSD;11.45;11.48;11.3;11.48;104.6655787
08.09.2016 22:00;BTCUSD;623.12;624.33;623.12;624.33;27.32232537
08.09.2016 23:00;ETHUSD;11.48;11.48;11.48;11.48;0
08.09.2016 23:00;BTCUSD;624.33;625.7;624.33;625.69;53.72815143
09.09.2016 00:00;ETHUSD;11.48;11.64;11.48;11.64;717.54
09.09.2016 00:00;BTCUSD;625.69;625.69;625.38;625.46;18.64012819
09.09.2016 01:00;ETHUSD;11.64;11.64;10.5;10.5;2100
09.09.2016 01:00;BTCUSD;625.46;625.59;624.68;624.69;28.68199455
09.09.2016 02:00;ETHUSD;10.5;10.5;10.5;10.5;0
09.09.2016 02:00;BTCUSD;624.69;624.69;624.67;624.67;0.798426557
09.09.2016 03:00;ETHUSD;10.5;10.5;10.5;10.5;0
09.09.2016 03:00;BTCUSD;624.67;624.67;623.1;623.3;9.52835096
09.09.2016 04:00;ETHUSD;10.5;11.56;10.5;11.45;543.1808
09.09.2016 04:00;BTCUSD;623.3;623.3;623.04;623.04;10.7838378
09.09.2016 05:00;ETHUSD;11.45;11.45;11.45;11.45;0
09.09.2016 05:00;BTCUSD;623.04;623.21;621.77;621.77;16.95620888
09.09.2016 06:00;ETHUSD;11.45;11.6;11.45;11.6;1.293104
09.09.2016 06:00;BTCUSD;621.77;621.77;620.01;620.01;2.233257745
09.09.2016 07:00;ETHUSD;11.6;11.6;11.6;11.6;0
09.09.2016 07:00;BTCUSD;620.01;620.02;618.24;619.22;44.81597478
09.09.2016 08:00;ETHUSD;11.6;11.6;11.6;11.6;0
09.09.2016 08:00;BTCUSD;619.22;619.81;619.22;619.81;10.1
09.09.2016 09:00;ETHUSD;11.6;11.6;11.6;11.6;0
09.09.2016 09:00;BTCUSD;619.81;619.99;619.37;619.99;45.61131125
09.09.2016 10:00;ETHUSD;11.6;11.6;11.55;11.55;45.842034
09.09.2016 10:00;BTCUSD;619.99;620.97;619.62;620.42;12.8486456
09.09.2016 11:00;ETHUSD;11.55;11.55;11.55;11.55;0
09.09.2016 11:00;BTCUSD;620.42;620.42;620.03;620.03;0.84011863
09.09.2016 12:00;ETHUSD;11.55;11.55;11.55;11.55;0
09.09.2016 12:00;BTCUSD;620.03;621.43;619.82;621.43;38.84590493
09.09.2016 13:00;ETHUSD;11.55;11.65;11.55;11.65;34.24914109
09.09.2016 13:00;BTCUSD;621.43;621.74;620.65;620.93;34.62480015
09.09.2016 14:00;ETHUSD;11.65;11.65;11.65;11.65;43
09.09.2016 14:00;BTCUSD;620.93;622.12;620.93;621.29;33.47035469
09.09.2016 15:00;ETHUSD;11.65;11.65;11.57;11.65;122.918454
09.09.2016 15:00;BTCUSD;621.29;621.37;621.11;621.34;14.00620995
09.09.2016 16:00;ETHUSD;11.65;11.65;11.6;11.6;58.23672
09.09.2016 16:00;BTCUSD;621.34;621.34;621.13;621.14;15.63711042
09.09.2016 17:00;ETHUSD;11.6;11.6;11.6;11.6;0
09.09.2016 17:00;BTCUSD;621.14;621.14;620.57;620.82;26.30788328
09.09.2016 18:00;ETHUSD;11.6;11.65;11.6;11.65;64.35914926
09.09.2016 18:00;BTCUSD;620.82;620.88;620.07;620.07;39.43881386
09.09.2016 19:00;ETHUSD;11.65;11.65;11.65;11.65;198.6534317
09.09.2016 19:00;BTCUSD;620.07;620.99;620;620.99;85.9050757
09.09.2016 20:00;ETHUSD;11.65;11.65;11.63;11.63;1.293104
09.09.2016 20:00;BTCUSD;620.99;622.99;620.91;622.03;259.3627897
09.09.2016 21:00;ETHUSD;11.63;11.74;11.63;11.74;43
09.09.2016 21:00;BTCUSD;622.03;622.99;621.29;622.99;79.02805689
09.09.2016 22:00;ETHUSD;11.74;11.74;11.62;11.62;50.613151
09.09.2016 22:00;BTCUSD;622.99;622.99;621.95;621.95;16.15088352
09.09.2016 23:00;ETHUSD;11.62;11.77;11.62;11.76;212.4777893
09.09.2016 23:00;BTCUSD;621.95;622.15;621.9;621.9;1.0287145
10.09.2016 00:00;ETHUSD;11.76;11.76;11.76;11.76;0
10.09.2016 00:00;BTCUSD;621.9;622.87;621.79;622.34;53.37279981
10.09.2016 01:00;ETHUSD;11.76;11.76;11.67;11.67;3.44
10.09.2016 01:00;BTCUSD;622.34;622.47;622.3;622.3;9.604051491
10.09.2016 02:00;ETHUSD;11.67;11.87;11.67;11.87;42
10.09.2016 02:00;BTCUSD;622.3;622.94;622.3;622.71;1.734346435
10.09.2016 03:00;ETHUSD;11.87;11.87;11.71;11.71;21.428694
10.09.2016 03:00;BTCUSD;622.71;622.71;620.01;620.01;147.1319254
10.09.2016 04:00;ETHUSD;11.71;11.86;11.71;11.86;126.1601477
10.09.2016 04:00;BTCUSD;620.01;620.01;619.33;620.01;54.37251973
10.09.2016 05:00;ETHUSD;11.86;11.86;11.86;11.86;0
10.09.2016 05:00;BTCUSD;620.01;620.01;620;620.01;0.63366296
10.09.2016 06:00;ETHUSD;11.86;11.86;11.75;11.75;8.49
10.09.2016 06:00;BTCUSD;620.01;620.01;620.01;620.01;4.12347931
10.09.2016 07:00;ETHUSD;11.75;11.75;11.4;11.61;366.8073
10.09.2016 07:00;BTCUSD;620.01;620.01;620.01;620.01;5.77762581
10.09.2016 08:00;ETHUSD;11.61;11.61;11.61;11.61;0
10.09.2016 08:00;BTCUSD;620.01;620.01;620.01;620.01;0.383014085
10.09.2016 09:00;ETHUSD;11.61;11.61;11.61;11.61;0
10.09.2016 09:00;BTCUSD;620.01;620.01;620.01;620.01;0.26299286
10.09.2016 10:00;ETHUSD;11.61;11.61;11.61;11.61;0
10.09.2016 10:00;BTCUSD;620.01;620.01;620;620.01;2.962285214
10.09.2016 11:00;ETHUSD;11.61;11.82;11.61;11.82;15.75
10.09.2016 11:00;BTCUSD;620.01;621.89;620;621.53;54.65808444
10.09.2016 12:00;ETHUSD;11.82;11.82;11.8;11.8;26.5
10.09.2016 12:00;BTCUSD;621.53;621.56;621.53;621.56;1.40434613
10.09.2016 13:00;ETHUSD;11.8;11.8;11.8;11.8;0
10.09.2016 13:00;BTCUSD;621.56;622.1;621.56;622.1;26.98038139
10.09.2016 14:00;ETHUSD;11.8;11.8;11.8;11.8;0
10.09.2016 14:00;BTCUSD;622.1;622.19;620.47;620.74;20.15666969
10.09.2016 15:00;ETHUSD;11.8;11.8;11.8;11.8;0
10.09.2016 15:00;BTCUSD;620.74;621.54;620.34;621.21;23.14043842
10.09.2016 16:00;ETHUSD;11.8;11.8;11.6;11.6;18.555508
10.09.2016 16:00;BTCUSD;621.21;622.64;620.56;622.64;3.127963579
10.09.2016 17:00;ETHUSD;11.6;11.7;11.6;11.7;114.529914
10.09.2016 17:00;BTCUSD;622.64;622.99;622.44;622.99;12.96259594
10.09.2016 18:00;ETHUSD;11.7;11.7;11.53;11.7;212.042298
10.09.2016 18:00;BTCUSD;622.99;622.99;622.98;622.99;16.24077878
10.09.2016 19:00;ETHUSD;11.7;11.7;11.7;11.7;0
10.09.2016 19:00;BTCUSD;622.99;622.99;622.99;622.99;1.61549337
10.09.2016 20:00;ETHUSD;11.7;11.76;11.7;11.76;42.41097935
10.09.2016 20:00;BTCUSD;622.99;622.99;622.98;622.99;12.79251125
10.09.2016 21:00;ETHUSD;11.76;12;11.7;12;177.0303
10.09.2016 21:00;BTCUSD;622.99;623.8;622.99;623.79;1.969765492
10.09.2016 22:00;ETHUSD;12;12;12;12;14
10.09.2016 22:00;BTCUSD;623.79;623.79;623.12;623.3;25.45136409
10.09.2016 23:00;ETHUSD;12;12;11.98;12;166.38921
10.09.2016 23:00;BTCUSD;623.3;623.45;622.96;622.99;21.26756948
11.09.2016 00:00;ETHUSD;12;12.05;12;12.05;3
11.09.2016 00:00;BTCUSD;622.99;622.99;622.22;622.22;14.26207782
11.09.2016 01:00;ETHUSD;12.05;12.05;11.96;11.96;10
11.09.2016 01:00;BTCUSD;622.22;622.22;622.11;622.15;17.70695476
11.09.2016 02:00;ETHUSD;11.96;12;11.96;12;29.09393183
11.09.2016 02:00;BTCUSD;622.15;622.99;622.15;622.53;1.650973956
11.09.2016 03:00;ETHUSD;12;12;11.95;11.95;161.402836
11.09.2016 03:00;BTCUSD;622.53;622.53;622.11;622.11;0.55040656
11.09.2016 04:00;ETHUSD;11.95;12;11.95;12;3
11.09.2016 04:00;BTCUSD;622.11;622.11;620.21;621.58;10.16519014
11.09.2016 05:00;ETHUSD;12;12;12;12;0
11.09.2016 05:00;BTCUSD;621.58;622.15;621.58;622.15;29.58
11.09.2016 06:00;ETHUSD;12;12;12;12;0
11.09.2016 06:00;BTCUSD;622.15;622.15;621.8;621.8;7.9403
11.09.2016 07:00;ETHUSD;12;12;12;12;0
11.09.2016 07:00;BTCUSD;621.8;622.09;621.8;622.09;0.792408
11.09.2016 08:00;ETHUSD;12;12;11.99;11.99;41.534612
11.09.2016 08:00;BTCUSD;622.09;622.09;622.08;622.08;0.74405223
11.09.2016 09:00;ETHUSD;11.99;11.99;11.85;11.85;41.534612
11.09.2016 09:00;BTCUSD;622.08;622.08;621.72;621.72;0.25787807
11.09.2016 10:00;ETHUSD;11.85;11.85;11.85;11.85;0
11.09.2016 10:00;BTCUSD;621.72;623;621.65;622.93;2.03529198
11.09.2016 11:00;ETHUSD;11.85;11.85;11.85;11.85;0
11.09.2016 11:00;BTCUSD;622.93;622.99;622.7;622.7;0.69783669
11.09.2016 12:00;ETHUSD;11.85;11.85;11.85;11.85;0
11.09.2016 12:00;BTCUSD;622.7;623.53;622.7;623.53;50.28871143
11.09.2016 13:00;ETHUSD;11.85;11.99;11.85;11.99;188
11.09.2016 13:00;BTCUSD;623.53;623.71;623.53;623.7;16.91633708
11.09.2016 14:00;ETHUSD;11.99;11.99;11.99;11.99;0
11.09.2016 14:00;BTCUSD;623.7;623.79;623.27;623.27;3.275231383
11.09.2016 15:00;ETHUSD;11.99;11.99;11.98;11.98;44.81783433
11.09.2016 15:00;BTCUSD;623.27;623.31;623.27;623.28;2.23317289
11.09.2016 16:00;ETHUSD;11.98;11.98;11.98;11.98;0
11.09.2016 16:00;BTCUSD;623.28;623.28;623.24;623.24;13.05277279
11.09.2016 17:00;ETHUSD;11.98;11.98;11.95;11.96;51.66120976
11.09.2016 17:00;BTCUSD;623.24;623.24;622.78;623.02;2.15960011
11.09.2016 18:00;ETHUSD;11.96;11.96;11.76;11.76;20
11.09.2016 18:00;BTCUSD;623.02;628.79;623.02;627.33;70.54329003
11.09.2016 19:00;ETHUSD;11.76;11.76;11.74;11.74;30
11.09.2016 19:00;BTCUSD;627.33;627.33;591.93;600.84;412.6072617
11.09.2016 20:00;ETHUSD;11.74;11.74;11.74;11.74;0
11.09.2016 20:00;BTCUSD;600.84;601.25;598.98;600.96;83.58442009
11.09.2016 21:00;ETHUSD;11.74;11.74;11.74;11.74;0
11.09.2016 21:00;BTCUSD;600.96;604.57;599.66;604.57;8.66023529
11.09.2016 22:00;ETHUSD;11.74;11.74;11.74;11.74;0
11.09.2016 22:00;BTCUSD;604.57;605.91;604.3;605.43;16.37710493
11.09.2016 23:00;ETHUSD;11.74;11.74;11.73;11.73;58.5
11.09.2016 23:00;BTCUSD;605.43;605.76;604.41;605.76;30.68136614
12.09.2016 00:00;ETHUSD;11.73;11.73;11.73;11.73;0
12.09.2016 00:00;BTCUSD;605.76;607.04;605.76;606.34;2.775033624
12.09.2016 01:00;ETHUSD;11.73;11.73;11.73;11.73;0
12.09.2016 01:00;BTCUSD;606.34;606.59;606.34;606.34;35.81228425
12.09.2016 02:00;ETHUSD;11.73;11.73;11.73;11.73;0
12.09.2016 02:00;BTCUSD;606.34;606.9;606.33;606.62;2.635328139
12.09.2016 03:00;ETHUSD;11.73;11.78;11.73;11.78;136.24
12.09.2016 03:00;BTCUSD;606.62;606.9;606.62;606.81;7.91917776
12.09.2016 04:00;ETHUSD;11.78;11.79;11.78;11.79;42.302798
12.09.2016 04:00;BTCUSD;606.81;607.52;606.81;607.52;25.05700046
12.09.2016 05:00;ETHUSD;11.79;11.83;11.79;11.83;42.16002681
12.09.2016 05:00;BTCUSD;607.52;609.02;607.52;609.02;0.264025756
12.09.2016 06:00;ETHUSD;11.83;11.83;11.83;11.83;0
12.09.2016 06:00;BTCUSD;609.02;609.13;608.78;608.78;0.43094687
12.09.2016 07:00;ETHUSD;11.83;11.83;11.83;11.83;0
12.09.2016 07:00;BTCUSD;608.78;608.78;607.27;607.27;30.23032002
